PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
1MME	1996-02-06	train	5.255	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1MNX	2003-01-14	train	3.8	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1mnx
1MSY	2003-02-25	train	0.91	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1msy
1MT4	2003-01-14	train	3.855	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1mt4
1MUV	2002-12-18	train	1.036	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MV1	2002-12-18	train	1.853	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MV2	2002-12-18	train	2.126	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MV6	2002-12-18	train	2.629	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MWG	1997-03-12	train	0.946	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MWL	2003-02-18	train	0.676	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1MY9	2003-10-07	train	16.365	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1N53	2003-04-29	train	3.726	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1N66	2003-08-19	train	1.701	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1n66
1N8X	2003-04-08	train	2.508	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1n8x
1NA2	2003-01-21	train	4.847	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1na2
1NBK	2003-12-03	train	3.134	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1nbk
1NBR	2003-03-04	train	2.494	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1nbr
1NBS	2003-02-18	train	27.367	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NC0	2003-02-25	train	6.734	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1nc0
1NEM	1999-08-31	train	1.989	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1nem
1NJN	2003-02-11	train	4.121	SELECTED	train	KEPT		0	/storage9920/home/tinghao.xia/Data_V1/train/1njn
1NJO	2003-02-11	train	3.988	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NLC	2003-05-13	train	20.964	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NTA	2003-05-13	train	0.369	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NTB	2003-05-13	train	0.277	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NUJ	2003-08-19	train	16.808	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
1NUV	2003-08-19	train	19.171	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
1NYI	2004-02-24	train	0.175	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1NZ1	2003-05-13	train	3.446	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1nz1
1O15	2003-02-18	train	3.139	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1o15
1O3Z	2003-05-27	train	0.702	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1O9M	2003-03-27	train	0.28	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1OQ0	2003-05-13	train	2.093	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1oq0
1OSU	1996-04-04	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	A	
1OSW	2003-05-20	train	3.639	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1osw
1OW9	2003-05-20	train	2.093	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1ow9
1P5M	2003-11-04	train	4.072	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1p5m
1P5N	2003-11-04	train	2.26	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1p5n
1P5O	2003-11-04	train	3.436	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1p5o
1P5P	2003-11-04	train	3.734	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1p5p
1P79	2003-11-04	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	A	
1P9X	2003-08-05	train	4.121	SELECTED	train	KEPT		0	/storage9920/home/tinghao.xia/Data_V1/train/1p9x
1PBL	1997-07-07	train	10.135	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1PBM	1997-07-07	train	0.998	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1PBR	1997-09-17	train	1.853	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1pbr
1PJY	2003-08-05	train	1.711	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1pjy
1Q29	2004-02-24	train	0.528	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Q75	2003-12-23	train	1.675	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1q75
1Q8N	2004-03-23	train	3.983	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1q8n
1Q93	2003-11-25	train	20.367	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1Q96	2003-11-25	train	21.918	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1Q9A	2003-11-25	train	0.385	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1q9a
1QBP	1999-11-26	train	24.203	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
1QC0	1999-11-11	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1QC8	1999-08-31	train	5.802	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1qc8
1QCU	1999-11-11	train	14.426	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1QD3	2000-07-12	train	3.222	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1qd3
1QES	1997-06-05	train	0.557	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1QET	1997-06-05	train	1.086	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1QWA	2003-11-25	train	4.743	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1qwa
1QWB	2003-11-25	train	7.523	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1qwb
1QZA	2003-11-04	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	B	
1QZB	2003-11-04	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	B	
1R2P	2004-02-03	train	9.578	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1r2p
1R3O	2003-12-23	train	7.721	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1R4H	2004-10-19	train	1.755	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1r4h
1R7W	2004-05-25	train	9.887	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1r7w
1R7Z	2004-05-25	train	11.124	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1r7z
1RAU	1994-01-31	train	3.019	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1RAW	1997-01-27	train	13.36	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1raw
1RFR	2004-03-23	train	3.193	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rfr
1RHT	1995-06-03	train	4.58	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rht
1RMN	1995-01-26	train	12.837	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rmn
1RNA	1991-04-15	train	0.381	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1RNG	1995-12-07	train	1.834	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rng
1RNK	1995-02-27	train	6.186	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rnk
1ROQ	2004-05-18	train	0.841	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1roq
1RRR	1998-04-22	train	1.138	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1RXA	1996-10-20	train	5.853	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1rxa
1RXB	1996-08-26	train	0.728	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1S2F	2004-08-31	train	2.713	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1s2f
1S34	2004-08-31	train	2.868	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1s34
1S9L	2004-06-29	train	0.861	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1S9S	2004-04-06	train	24.425	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 24.425 A > 15 A	A	
1SA9	2004-05-18	train	15.766	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
1SAQ	2004-05-18	train	26.462	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
1SCL	1995-01-26	train	5.329	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1scl
1SDR	1995-02-27	train	12.8	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1SLO	1996-12-07	train	2.196	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1slo
1SLP	1997-04-21	train	2.449	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1slp
1SY4	2004-04-06	train	2.978	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1sy4
1SYZ	2004-11-09	train	2.708	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1syz
1SZY	2004-04-20	train	1.04	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1szy
1T0D	2004-06-15	train	19.722	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1T0E	2004-06-15	train	0.301	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1T1O	2004-06-15	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1T28	2004-08-10	train	4.779	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1t28
1T4X	2004-08-03	train	8.812	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1TBK	2005-03-01	train	3.968	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tbk
1TFN	1997-02-12	train	3.285	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tfn
1TJZ	2004-09-28	train	2.199	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tjz
1TLR	1997-11-12	train	4.789	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tlr
1TN1	1987-01-15	train	0.907	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tn1
1TN2	1986-10-24	train	0.9	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tn2
1TOB	1997-06-16	train	4.786	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tob
1TRA	1986-07-14	train	1.415	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1tra
1TUT	2004-12-28	train	2.022	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1TXS	2004-10-05	train	3.269	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1txs
1U2A	1998-03-04	train	1.637	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1u2a
1U3K	2005-07-12	train	10.043	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1u3k
1U9S	2004-10-26	train	3.682	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1u9s
1UTS	2004-02-12	train	5.641	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/1uts
1UUD	2004-03-15	train	2.641	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/1uud
1UUI	2004-02-12	train	3.82	SELECTED	train	KEPT		B	/storage9920/home/tinghao.xia/Data_V1/train/1uui
1UUU	1998-02-25	train	2.028	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1uuu
1VOP	1997-12-24	train	4.652	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1vop
1VTQ	2011-07-13	train	1.435	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1vtq
1WKS	2004-06-22	train	0.999	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1wks
1WTS	1999-01-27	train	2.526	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1wts
1WTT	1999-01-27	train	2.682	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1wtt
1WVD	2004-12-21	train	21.949	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1X8W	2004-11-09	train	55.59	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1X9C	2005-11-22	train	0.21	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1X9K	2005-11-22	train	0.192	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1XHP	2004-11-23	train	2.545	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xhp
1XJR	2005-02-01	train	1.722	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xjr
1XP7	2005-10-18	train	0.496	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1XPE	2005-10-18	train	21.344	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1XPF	2005-10-18	train	22.388	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1XSG	2004-12-28	train	2.701	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xsg
1XSH	2004-12-28	train	2.527	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xsh
1XST	2004-12-28	train	3.436	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xst
1XSU	2004-12-28	train	2.407	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xsu
1XV0	2004-11-09	train	1.604	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1XV6	2005-04-05	train	8.606	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xv6
1XWP	2005-02-15	train	2.037	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xwp
1XWU	2005-02-15	train	2.363	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1xwu
1Y0Q	2004-12-21	train	1.458	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y26	2004-12-28	train	0.368	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/1y26
1Y27	2004-12-28	train	0.399	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/1y27
1Y3O	2005-11-08	train	21.604	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y3S	2005-11-08	train	21.558	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y6S	2004-12-21	train	20.681	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y6T	2004-12-21	train	0.924	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y73	2004-12-21	train	22.005	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y90	2004-12-21	train	1.047	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y95	2004-12-21	train	21.844	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1Y99	2004-12-21	train	22.309	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1YFG	1997-09-03	train	4.002	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yfg
1YFV	1997-10-15	train	1.104	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1YG3	2005-12-13	train	3.025	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yg3
1YG4	2005-12-13	train	2.939	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yg4
1YKQ	2005-02-22	train	27.707	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1YKV	2005-02-22	train	33.875	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1YLG	2005-02-01	train	5.405	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1ylg
1YLS	2005-02-22	train	31.907	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1YMO	2005-03-15	train	6.375	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1ymo
1YN1	2006-01-24	train	3.377	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yn1
1YN2	2006-01-24	train	4.207	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yn2
1YNC	2005-02-08	train	5.718	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1ync
1YNE	2005-02-08	train	3.789	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yne
1YNG	2005-02-08	train	3.889	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1yng
1YRJ	2005-06-07	train	1.616	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1YSV	2005-07-19	train	1.95	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1ysv
1YXP	2006-01-31	train	21.796	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1YY0	2005-10-18	train	22.023	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1YZD	2005-10-18	train	20.822	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1Z2J	2005-06-14	train	5.497	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1z2j
1Z30	2005-04-26	train	2.511	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1z30
1Z31	2005-03-22	train	2.269	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1z31
1Z43	2005-06-14	train	1.17	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1z43
1Z58	2005-06-28	train	4.048	SELECTED	train	KEPT		2	/storage9920/home/tinghao.xia/Data_V1/train/1z58
1Z79	2005-10-18	train	11.584	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1Z7F	2005-10-18	train	10.351	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
1ZC5	2005-06-07	train	3.196	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1zc5
1ZCI	2006-01-31	train	23.023	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1ZEV	2005-10-25	train	1.702	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1ZFT	2006-02-14	train	0.21	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1ZFV	2006-02-14	train	0.21	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1ZFX	2006-02-14	train	0.186	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
1ZIF	1997-03-12	train	1.346	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1zif
1ZIG	1997-03-12	train	0.722	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1zig
1ZIH	1997-03-12	train	1.516	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/1zih
1ZO3	2005-06-14	train	19.144	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
1ZX7	2005-09-20	train	18.36	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
1ZZ5	2005-09-20	train	19.209	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
205D	1995-09-15	train	0.413	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
